repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.869402985074627,0.7972324997151072,0.8116130148840428,0.8029878602811648,0.9170647282796814,"[np.float64(0.9217722395292488), np.float64(0.8861197646244374), np.float64(0.9075804776739356), np.float64(0.9314641744548287), np.float64(0.9442713741779163), np.float64(0.9543094496365525), np.float64(0.8842159916926272), np.float64(0.9411561093804085), np.float64(0.9101765316718587), np.float64(0.8895811699550017)]"
