repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.5590604026845638,0.6357664445350977,0.7213493400958805,0.537539611332077,0.7213493400958804,"[np.float64(0.7349046015712682), np.float64(0.7304948391013966), np.float64(0.7275833333333332), np.float64(0.6871666666666667), np.float64(0.7060980172091282), np.float64(0.7199193548387097), np.float64(0.7393162393162394), np.float64(0.7071666666666667), np.float64(0.7381160369804178), np.float64(0.7227276452749775)]"
10,0.5493288590604026,0.6294051919805973,0.7105585099199944,0.5283635342949997,0.7105585099199944,"[np.float64(0.7307893752338196), np.float64(0.7284456587735275), np.float64(0.70075), np.float64(0.7155833333333332), np.float64(0.6644219977553312), np.float64(0.7339516129032257), np.float64(0.717280982905983), np.float64(0.6911666666666667), np.float64(0.710671907985732), np.float64(0.7125235636423244)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.5493288590604026,0.6294051919805973,0.7105585099199944,0.5283635342949997,0.7105585099199944,"[np.float64(0.7307893752338196), np.float64(0.7284456587735275), np.float64(0.70075), np.float64(0.7155833333333332), np.float64(0.6644219977553312), np.float64(0.7339516129032257), np.float64(0.717280982905983), np.float64(0.6911666666666667), np.float64(0.710671907985732), np.float64(0.7125235636423244)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
10,0.6184563758389261,0.652884260239866,0.7589150624884634,0.5875770760109658,0.7589150624884634,"[np.float64(0.7872053872053871), np.float64(0.7581208257437765), np.float64(0.7371666666666667), np.float64(0.7351666666666667), np.float64(0.7645716423494202), np.float64(0.7460483870967742), np.float64(0.7799145299145299), np.float64(0.7571666666666668), np.float64(0.7547135473538618), np.float64(0.7690763052208835)]"
