repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.9134615384615383,0.8090725826887081,0.7857142857142858,0.7918737422274168,0.9139475908706679,"[np.float64(0.9357565511411665), np.float64(0.8588334742180896), np.float64(0.9256128486897718), np.float64(0.9492814877430262), np.float64(0.9002535925612849), np.float64(0.9577345731191885), np.float64(0.9298393913778529), np.float64(0.8520710059171599), np.float64(0.8689771766694845), np.float64(0.9611158072696535)]"
